Company_code,Company_name,ingredient_code,Quantity_per_pack,ingredient_name,Price
1004,石川株式会社,A0890157,4ｋｇ×5　混載10袋～・1.00／袋,徳倉　粉糖MGP－S4,6158
1004,石川株式会社,A0890160,30kg 混載10袋～・1.00／袋,東洋グラ　TTGA,6900
1004,石川株式会社,A0890174,袋,アトム　　２５ｋｇ,3498.888889
1004,石川株式会社,A0890179,120g・8.00／C/S,はくばく　もちきび　　120ｇ×8,1928
1004,石川株式会社,A0890182,120g・8.00／C/S,はくばく　雑穀クッキングキヌア　120g,3398
1004,石川株式会社,A0890199,1kg・1.00／PC,大山ハム　Ｗ０７７　あらびきポークウインナー,2190
1004,石川株式会社,A0890200,25／kg,三和　コンスＹ　ＮＯＮＧＭＯ,3175
1004,石川株式会社,A0890207,,筑紫のしずく,5105
1004,石川株式会社,A0890212,300g・1.00／PC,S324　大山どりのしっとり蒸し鶏,432
1004,石川株式会社,A0890214,,大東製糖　素焚糖　20kg,6420
1004,石川株式会社,A0890215,10kg・1.00／袋,日清製粉　セルヴァッジオ　ファリーナ　ジャポネーゼ　10kg袋,2078
1004,石川株式会社,A0890217,25ｋｇ・1.00／袋,ゆめ穂まれ　25ｋｇ,4268.125
1004,石川株式会社,A0890226,25kg・1.00／袋,日清製粉　アミュリア　25kg,6575
1004,石川株式会社,A0890228,25kg・1.00／袋,アミュリア　25kg【名古屋事業所用】,6575
1004,石川株式会社,A0890231,500g・1.00／PC,M238　スパイシーソフトサラミ【名古屋事業所用】,1440
1004,石川株式会社,A0890232,500g・1.00／PC,M238　スパイシーソフトサラミ　500g,1440
1004,石川株式会社,A0890233,1×10／C/S,スイートスノー１ｋｇ×１０,5690
1004,石川株式会社,A0890238,30.00／kg,伊藤忠　グラ　ＣＩＭ　３０㎏,6900
1004,石川株式会社,A0890240,250ｇ／PC,L３９３　モルタデラスライス　250ｇ　名古屋事業所用,615
1004,石川株式会社,A0890243,20㎏・1.00／kg,グラニュー糖　CIM【名古屋事業所用】,4600
1004,石川株式会社,A0890244,,Ｗ294　あらびきウィンナー　800ｇ,1800
1001,池伝株式会社,A0910039,2kg×1袋・0.00／袋,皮むき ヘーゼルナッツ ホール　２ｋｇ,5000
1001,池伝株式会社,A0910042,1kg×10袋×1CS・0.00／袋,カシューナッツ ホール　１ｋｇ,2300
1001,池伝株式会社,A0910046,1kgX1ﾌｸﾛ・0.00／袋,ペカンナッツ　ハーフ　１ｋｇ,2890
1001,池伝株式会社,A0910047,13.6kgX1C/S・0.00／C/S,ペカンナッツ　ハーフ　１３．６ｋｇ,36720
1001,池伝株式会社,A0910094,9ﾌｸﾛX1C/S・0.00／袋,うめはら　セミドライ　バナナカット　１０ｍｍ　６００ｇ,1800
1001,池伝株式会社,A0910096,2kg×1ﾌｸﾛ・0.00／袋,ヘーゼルナッツホール　皮付　２㎏,4600
1001,池伝株式会社,A0910130,1kg×1袋・0.00／袋,アーモンドスライス　１ｋｇ,1750
1001,池伝株式会社,A0910133,6ﾌｸﾛX1C/S・0.00／袋,ＮＫ　ロッシュ　ショコラ　１．５ｋｇ,2900
1001,池伝株式会社,A0910141,12kg×1CS・0.00／kg,ＤＩ　ピスタチオパウダー　１㎏,4386.363636
1001,池伝株式会社,A0910148,4袋×1CS・0.00／袋,Ｎ＆Ｆ　ＦＤ フランボワーズ ブリゼ　５００ｇ,12000
1001,池伝株式会社,A0910152,12ﾎﾝ・0.00／C/S,トラボリ　カフェ　エキス　１Ｌ,8500
1001,池伝株式会社,A0910195,18ﾌｸﾛX1C/S／袋,サフ　ＢＢＪ　５００ｇ,970
1001,池伝株式会社,A0910233,50ｹX1C/S・0.00／個,ドイツ　板ゼラチン　シルバー　５００ｇ,1920
1001,池伝株式会社,A0910279,2kg×5缶×1CS・0.00／缶,向後　ヤマコーソ　水飴　２㎏,990
1001,池伝株式会社,A0910280,1kgX10ﾌｸﾛX１C/S・0.00／袋,MFJ　メープルシュガーパウダー　1kg,3500
1001,池伝株式会社,A0910288,10ﾌｸﾛ×1C/S・0.00／袋,南山園　グリーン抹茶パウダー　１㎏,10400
1001,池伝株式会社,A0910294,10KGX1C/S,日本コロイド　スピナパウダー　1KG,4300
1001,池伝株式会社,A0910332,12缶×1CS・0.00／缶,サバトン　マロンクリーム　1kg（2号缶）,1150
1001,池伝株式会社,A0910351,12kg×1CS・0.00／kg,サンモレ　フレッシュ マスカルポーネ　１ｋｇ,1760
1001,池伝株式会社,A0910355,1kgX12X1C/S・0.00／袋,冷凍　ゴルゴンゾーラ・ピッカンテ　ＩＱＦ　１ｋｇ,4300
1001,池伝株式会社,A0910358,25フクロX1C／S・0.00,ナイキフーズ　グレイン　　マスタード　MK様用,490
1001,池伝株式会社,A0910398,48ケX1C/S・0.00,タカサワ　ダブルタイガーコーンスターチ　400ｇ,195
1001,池伝株式会社,A0910401,20ケX1C／S・0.00／ヶ,マイスター　ミックスクヌスパー500g,1300
1001,池伝株式会社,A0910402,5kgX1C/S・0.00／kg,ＤＩ　コーンスターチ　５ｋｇ,1650
1001,池伝株式会社,A0910416,1kg×10袋×1CS・0.00／袋,ラ･メゾン･ドゥ･ラ･プラリーヌ　プラリネロゼ コンカッセ　１㎏ 【取寄品】,4500
1001,池伝株式会社,A0910425,10袋×1CS・0.00／袋,プレミアム　皮付ヘーゼルナッツパウダー　１㎏,2300
1001,池伝株式会社,A0910436,50g・0.00,紅不二　二酸化チタン　５０ｇ,1650
1001,池伝株式会社,A0910469,6袋×1CS・0.00／袋,Ｔ＆Ｃ　アグラージュ　ショコラ　１ｋｇ,1980
1001,池伝株式会社,A0910486,2kg×6袋×1CS・0.00／袋,ＤＩ　皮付 アーモンド キザミ ２ｍｍ　2kg,3700
1001,池伝株式会社,A0910488,6袋×1CS・0.00／袋,ＤＩ　アーモンドパウダー　２㎏,2950
1001,池伝株式会社,A0910500,9ﾌｸﾛX1C/S・0.00／袋,うめはら　セミドライ　バナナカット　１０ｍｍ　６００ｇ（取寄せ）,1800
1001,池伝株式会社,A0910521,20ﾌｸﾛX1C/S・0.00／袋,ＷＦ　冷凍　ＩＱＦ　カシスホール　５００ｇ,820
1001,池伝株式会社,A0910554,10kgX1C/S・0.00／C/S,デルタ　ドライ白いちじく　ダイス　国内選別　ＭＫ様　１０ｋｇ,19300
1001,池伝株式会社,A0910558,0.00／袋,いのすや　柚子ピール糖上げ５㎏　メゾンカイザー様,6800
1001,池伝株式会社,A0910575,1kg×6ヶ×1CS・0.00／ヶ,ボワロン　冷凍　シトロンジョンヌ（レモン）ピューレ　無糖　１㎏,1550
1001,池伝株式会社,A0910579,10ﾌｸﾛX1C/S・0.00／袋,ＭＤＬＰ　プラリネロゼ　　パウダー　１ｋｇ　取寄品,3200
1001,池伝株式会社,A0910594,2ﾌｸﾛX1C/S・0.00,サフ　ＢＢＪ　５㎏　ＭＫ様,8520
1001,池伝株式会社,A0910606,12ﾎﾝX1C/S・0.00,TPグリーンオリーブ　340ｇ,290
1001,池伝株式会社,A0910619,13.6kgX1C/S・0.00／C/S,ＵＳクルミナゲット（ＬＭＰ）ＭＫ　１３．６ｋｇ,21760
1001,池伝株式会社,A0910620,6ﾌｸﾛX1C/S／袋,田中　アンパック　白餡　２ｋｇ,#DIV/0!
1001,池伝株式会社,A0910625,6袋×1CS・0.00／袋,森永商事　アンジュ クレール　1.8kg,1670
1001,池伝株式会社,A0910644,500g×24袋×1CS／袋,南山園　グリーン抹茶パウダー　５００ｇ,5200
1001,池伝株式会社,A0910645,12ﾌｸﾛX1C/S・0.00／C/S,ナリヅカ　パールシュガー　Ｃ３０　　１㎏,1010
1001,池伝株式会社,A0910651,10ﾌｸﾛ×1C/S・0.00／袋,スペンタス　デーツダイス　５ｍｍカット　１ｋｇ,1650
1001,池伝株式会社,A0910655,4袋×1CS・0.00／袋,茜丸　粒餡　３㎏,1970
1001,池伝株式会社,A0910659,12kgX1C/S・0.00／kg,キリークリームチーズ　１ｋｇ,2090
1001,池伝株式会社,A0910680,12ﾌｸﾛX1C/S／袋,ロルフ　Ｄオランダエメンタール１０　１ｋｇ,3350
1001,池伝株式会社,A0910685,500g×10×1C/S・0.00,デルタ　キャラメルアーモンドクラッシュ５００ｇ,1320
1001,池伝株式会社,A0910686,20ヶ×１C/S・0.00／ヶ,理研　Ｓ－９８４　大学芋用たれ　５００ｇ,480
1001,池伝株式会社,A0910700,6kg×１C/S・0.00／C/S,アンドロス　ベイクＴフィリング　ラズベリー１ｋｇ,#DIV/0!
1001,池伝株式会社,A0910709,6ﾌｸﾛX1C/S・0.00,ＮＫ　ルセーラ　ストロベリー　１．５ｋｇ　取寄,2900
1001,池伝株式会社,A0910718,6kg×1C/S・0.00／kg,グランベル　冷凍　フランボワーズ ピューレ　１㎏,2380
1001,池伝株式会社,A0910732,6ﾌｸﾛX1C/S・0.00／袋,ＮＫ　キャラメルカスタード　１ｋｇ,1150
1001,池伝株式会社,A0910738,20袋×1CS／袋,カップ印　スペシャルシュガー　１ｋｇ　（白ざら糖）,320
1001,池伝株式会社,A0910744,12本×1CS・0.00／本,北乳　コンデンスミルク　チューブ入　1kg,860
1001,池伝株式会社,A0910753,6ﾎﾝX1C/S・0.00／本,合同　ワインスタイル赤　　１．８Ｌ　パック入り,930
1001,池伝株式会社,A0910762,６B×１C/S・0.00／ボール,ヴァローナバトンショコラ５．３ｇメゾンカイザー様,4480
1001,池伝株式会社,A0910787,12ﾌｸﾛ×１C/S・0.00／C/S,ソントン　アレンジソース　チリメキシカンソース500g,420
1001,池伝株式会社,A0910788,5袋×1CS・0.00／袋,ＤＩ　粉糖　４㎏,1370
1001,池伝株式会社,A0910796,25袋×１C/S・0.00／袋,ナイキフーズ　ディジョンマスタードＮ　５００ｇ,480
1001,池伝株式会社,A0910836,12ﾎﾝX1／C/S,プレジデント　　　スプレーホイップ　２５０ｇ,7200
1001,池伝株式会社,A0910839,10ﾌｸﾛX1C/S・0.00／袋,タカ　フランボワーズ　Ｌ４５０ＳＰ,2000
1001,池伝株式会社,A0910841,3ｹ×1C/S／ヶ,T&C パータグラッセ　ルッシュ ２Kｇ,4200
1001,池伝株式会社,A0910842,2kg×3ヶ×1CS・0.00／ヶ,Ｔ＆Ｃ　パータグラッセ リュクブラン　２㎏,3600
1001,池伝株式会社,A0910869,１２ﾌｸﾛ×１C/S・0.00／袋,ベギャンセ　カソナッド　７５０ｇ,850
1001,池伝株式会社,A0910871,5kg×２フクロ・0.00／袋,平沢　別注　小倉あん５５　５ｋｇ　ＭＫ様,2900
1001,池伝株式会社,A0910873,0.00／本,ポートロイヤルレッドラム　４０°ＬＱＲ　１．８Ｌ,2830
1001,池伝株式会社,A0910874,1L×12本×１C/S・0.00／本,ピエドラ・デル・ソルＥＸＶオリーブオイル　ＭＫ様,1130
1001,池伝株式会社,A0910876,200g・0.00／袋,金久　ミニミンツ　ＴＳ－００１　２００ｇ　　取寄,550
1001,池伝株式会社,A0910880,,不二製油ガナッシュアミュゼＬＴ５㎏＃００５６４９,15600
1022,中沢乳業株式会社,A0960003,700ml／個,Ｎａｋａｚａｗａ　冷凍ホイップ　700ml,448
1022,中沢乳業株式会社,A0960009,1000ml,フレッシュクリーム３８％　1000ml,1316
1022,中沢乳業株式会社,A0960027,1kg・1.00／個,フロマージュブラン　1kg,1680
1022,中沢乳業株式会社,A0960036,1kg・1.00／個,ニュージーランド（ＮＺ）　クリームチーズ　1ｋｇ,1448
1022,中沢乳業株式会社,A0960038,1000ｍｌ・1.00／本,中沢　プレーンヨーグルト　1000ｍｌ,538
1022,中沢乳業株式会社,A0960044,1000ｍｌ・1.00／本,Ｍｉｌｋ（ミルク）　無調整牛乳　1000ml,223
1022,中沢乳業株式会社,A0960048,10kg・1.00／本,ＳＥＩＲＡＫＵ　ＭＩＬＫ　（セイラクミルク）　10kg,2230
1022,中沢乳業株式会社,A0960050,1000ml,サワークリーム　1000ml,1702
1022,中沢乳業株式会社,A0960052,1kg・1.00／本,ヴィエンヌ　（殺菌凍結卵白）　1kg,415
1022,中沢乳業株式会社,A0960053,1kg・1.00／本,セーヌ　（殺菌全卵液卵）　1kg,540
1022,中沢乳業株式会社,A0960056,1kg・1.00／本,ロワール　（殺菌凍結２０％加糖卵黄）　1kg,990
1022,中沢乳業株式会社,A0960057,1000ml・1.00／本,マルサンアイ　豆乳　調整　1000ml,264
1022,中沢乳業株式会社,A0960065,約1kg　（不定貫）・1.00／個,エメンタール　スライス　１．８ｍｍ　約１ｋｇ,14281
1022,中沢乳業株式会社,A0960066,1000ml,グットホイップＭＦ２４　1000ml,921
,ブーランジェリーエリックカイザージャポン,ORJ0001,Kg,ルヴァン,100
,水,W1,Kg,水,0
